Date,AGG,IXC,IXG,IXJ,IXN,IXP,IYR
2010-12-14,104.77999877929688,38.22999954223633,46.060001373291016,26.075000762939453,61.04999923706055,59.2599983215332,54.25
2010-12-15,104.5999984741211,37.83000183105469,45.31999969482422,26.065000534057617,60.66999816894531,58.560001373291016,53.650001525878906
2010-12-16,104.8000030517578,38.0099983215332,45.5099983215332,26.190000534057617,60.79999923706055,58.72999954223633,53.790000915527344
2010-12-17,105.37000274658205,37.900001525878906,45.34999847412109,26.075000762939453,61.04999923706055,58.459999084472656,54.209999084472656
2010-12-20,105.44000244140624,37.88999938964844,45.04999923706055,25.934999465942383,60.70000076293945,57.66999816894531,54.83000183105469
2010-12-21,105.63999938964844,38.09999847412109,45.5099983215332,25.850000381469727,61.2599983215332,57.75,55.43000030517578
2010-12-22,105.5199966430664,38.310001373291016,45.900001525878906,25.920000076293945,61.20000076293945,57.709999084472656,55.220001220703125
2010-12-23,105.31999969482422,38.45000076293945,45.619998931884766,25.950000762939453,61.060001373291016,57.95000076293945,55.04999923706055
2010-12-27,105.62000274658205,38.38999938964844,45.7400016784668,25.8799991607666,61.31999969482422,57.959999084472656,55.4900016784668
2010-12-28,104.66000366210938,38.58000183105469,45.790000915527344,25.94499969482422,61.33000183105469,57.7599983215332,55.709999084472656
2010-12-29,105.4000015258789,38.970001220703125,46.040000915527344,26.049999237060547,61.470001220703125,58.02999877929688,55.959999084472656
2010-12-30,105.31999969482422,38.869998931884766,45.900001525878906,25.88999938964844,61.47999954223633,57.84999847412109,56.02999877929688
2010-12-31,105.75,39.060001373291016,46.130001068115234,25.8799991607666,61.41999816894531,58.27000045776367,55.959999084472656
2011-01-03,105.62999725341795,39.380001068115234,46.880001068115234,26.100000381469727,62.119998931884766,58.63999938964844,56.83000183105469
2011-01-04,105.66000366210938,39.34000015258789,46.66999816894531,26.15999984741211,62.09999847412109,58.90999984741211,55.81999969482422
2011-01-05,105.1500015258789,39.34999847412109,46.86000061035156,26.11000061035156,62.31999969482422,58.9900016784668,56.04999923706055
2011-01-06,105.16999816894533,38.869998931884766,46.43999862670898,26.13500022888184,62.7400016784668,58.720001220703125,55.75
2011-01-07,105.51000213623048,39.0099983215332,46.11000061035156,26.059999465942383,62.40999984741211,58.2599983215332,55.72999954223633
2011-01-10,105.79000091552734,39.0,45.79999923706055,25.94499969482422,62.470001220703125,58.209999084472656,55.709999084472656
2011-01-11,105.58000183105467,39.52000045776367,46.20000076293945,26.045000076293945,62.7400016784668,57.84000015258789,55.61000061035156
2011-01-12,105.56999969482422,39.97999954223633,47.41999816894531,26.350000381469727,63.25,58.400001525878906,55.86000061035156
2011-01-13,105.9499969482422,39.959999084472656,47.709999084472656,26.21500015258789,63.27000045776367,58.720001220703125,56.02000045776367
2011-01-14,105.7300033569336,40.400001525878906,48.31999969482422,26.200000762939453,63.91999816894531,58.84999847412109,56.400001525878906
2011-01-18,105.66000366210938,40.720001220703125,48.31999969482422,26.325000762939453,64.19000244140625,59.04999923706055,56.93000030517578
2011-01-19,105.68000030517578,40.34999847412109,47.68999862670898,26.184999465942383,63.77999877929688,58.79999923706055,56.25
2011-01-20,105.27999877929688,40.02000045776367,47.630001068115234,26.104999542236328,63.209999084472656,58.68999862670898,56.130001068115234
2011-01-21,105.61000061035156,40.25,48.060001373291016,26.20499992370605,63.0,59.09000015258789,56.34999847412109
2011-01-24,105.5500030517578,40.400001525878906,48.27000045776367,26.3700008392334,63.86000061035156,59.630001068115234,56.630001068115234
2011-01-25,105.87999725341795,40.08000183105469,47.970001220703125,26.325000762939453,64.02999877929688,59.79999923706055,57.22999954223633
2011-01-26,105.52999877929688,40.75,48.08000183105469,26.364999771118164,64.54000091552734,60.209999084472656,57.38999938964844
2011-01-27,105.70999908447266,40.83000183105469,48.45000076293945,26.36000061035156,64.83000183105469,59.970001220703125,58.18999862670898
2011-01-28,105.86000061035156,40.380001068115234,47.45000076293945,25.854999542236328,63.36000061035156,58.70000076293945,57.27999877929688
2011-01-31,105.66000366210938,41.40999984741211,47.970001220703125,25.950000762939453,63.81999969482422,59.2400016784668,57.959999084472656
2011-02-01,105.12000274658205,42.40999984741211,48.970001220703125,26.459999084472656,64.94000244140625,60.02000045776367,58.22999954223633
2011-02-02,105.0,42.33000183105469,48.880001068115234,26.309999465942383,65.1500015258789,59.97999954223633,58.2400016784668
2011-02-03,104.61000061035156,42.18999862670898,48.869998931884766,26.364999771118164,65.30000305175781,60.150001525878906,58.38999938964844
2011-02-04,104.26000213623048,41.97999954223633,48.81999969482422,26.38999938964844,65.55999755859375,60.209999084472656,57.86000061035156
2011-02-07,104.3000030517578,42.08000183105469,49.36000061035156,26.43000030517578,65.95999908447266,60.02999877929688,58.5099983215332
2011-02-08,104.0,42.04999923706055,49.83000183105469,26.530000686645508,66.0999984741211,60.33000183105469,58.65999984741211
2011-02-09,104.19000244140624,41.61000061035156,49.59999847412109,26.43000030517578,65.77999877929688,60.310001373291016,58.79999923706055
2011-02-10,103.88999938964844,41.70000076293945,49.08000183105469,26.420000076293945,65.37999725341797,60.09000015258789,58.9900016784668
2011-02-11,104.3000030517578,41.790000915527344,49.68000030517578,26.5049991607666,65.52999877929688,60.18999862670898,59.36000061035156
2011-02-14,104.3499984741211,42.43000030517578,49.43999862670898,26.5049991607666,65.58000183105469,59.790000915527344,59.34999847412109
2011-02-15,104.4800033569336,42.15999984741211,49.459999084472656,26.489999771118164,65.25,59.68000030517578,59.150001525878906
2011-02-16,104.4800033569336,42.709999084472656,50.36000061035156,26.65999984741211,65.75,60.29999923706055,59.31999969482422
2011-02-17,104.7300033569336,42.9900016784668,50.54999923706055,26.76000022888184,65.97000122070312,60.40999984741211,59.400001525878906
2011-02-18,104.69000244140624,43.209999084472656,50.63999938964844,26.8700008392334,66.06999969482422,60.720001220703125,59.630001068115234
2011-02-22,105.06999969482422,42.77000045776367,49.04999923706055,26.399999618530277,64.08999633789062,59.40999984741211,59.09000015258789
2011-02-23,105.1500015258789,43.45000076293945,48.810001373291016,26.31999969482422,63.34999847412109,59.16999816894531,58.619998931884766
2011-02-24,105.16999816894533,42.970001220703125,48.72999954223633,26.36000061035156,63.52000045776367,59.13999938964844,58.29999923706055
2011-02-25,105.4499969482422,43.59999847412109,49.45000076293945,26.545000076293945,64.30000305175781,59.650001525878906,59.34000015258789
