Date,AGG,IXC,IXG,IXJ,IXN,IXP,IYR,JXI,KXI,MXI,RXI
2007-02-21,100.25,35.83333206176758,92.81999969482422,29.59499931335449,58.95000076293945,66.25,92.75,58.900001525878906,27.475000381469727,61.77000045776367,60.5099983215332
2007-02-22,100.0500030517578,36.08666610717773,92.9499969482422,29.38999938964844,59.2400016784668,65.95999908447266,92.27999877929688,58.81999969482422,27.56999969482422,61.95000076293945,60.54999923706055
2007-02-23,100.29000091552734,36.25333404541016,92.51000213623048,29.334999084472656,59.13999938964844,66.30000305175781,90.97000122070312,59.09999847412109,27.6200008392334,62.150001525878906,60.34000015258789
2007-02-26,100.51000213623048,36.51666641235352,92.1999969482422,29.375,58.79999923706055,66.54000091552734,90.37999725341795,60.11000061035156,27.600000381469727,62.56999969482422,60.310001373291016
2007-02-27,100.91999816894533,35.16666793823242,87.94999694824219,28.700000762939453,56.470001220703125,63.11000061035156,87.44999694824219,58.04999923706055,26.6299991607666,59.2599983215332,58.0099983215332
2007-02-28,100.8499984741211,35.10333251953125,88.45999908447266,28.774999618530277,56.650001525878906,64.58999633789062,88.12999725341797,58.11000061035156,26.90999984741211,59.25,58.470001220703125
2007-03-01,100.44000244140624,34.9566650390625,87.77999877929688,28.575000762939453,56.29999923706055,63.52000045776367,87.58000183105469,57.52000045776367,26.825000762939453,58.88999938964844,57.75
2007-03-02,100.6500015258789,34.3466682434082,86.75,28.299999237060547,55.650001525878906,62.470001220703125,85.7699966430664,57.02000045776367,26.709999084472656,58.34999847412109,57.209999084472656
2007-03-05,100.58999633789062,34.0,85.26000213623047,28.084999084472656,55.27000045776367,61.09999847412109,82.7300033569336,56.130001068115234,26.36000061035156,56.84000015258789,56.27000045776367
2007-03-06,100.5199966430664,34.560001373291016,87.66000366210938,28.524999618530277,56.2400016784668,62.400001525878906,85.58000183105469,57.40999984741211,26.76000022888184,58.790000915527344,57.61000061035156
